Ulasan,Rating
"Edited!! Habis update tampilan DM terbaru, malah pas buka DM gabisa, pesan selalu loading lama sekali, bahkan ketika pesan terbuka tidak muncul apa-apa, hanya layar hitam kosong. Loadnya terlalu lambat, jadi semakin berat. Timeline selalu terefresh sendiri membuat sebal! Video dan foto sangat lambat munculnya, padahal jaringam sangatlah stabil! NGELOVE POSTINGAN HARU BUKA TWEETNYA DULU, GABISA LANGSUNG DI TL. GIMANA DAH UPDATENYA, BUKANNYA NGASIH PEMBARUAN SAMBIL NGEFIX BUG, MALAH NAMBAH BUG",1
"Fitur space hilang, buka dm lama klo mau ke menu home twitter langsung error kluar sendiri",1
WOI BALIKIN SPACE DONG,3
saya mau login trs udah masukin nomor telp berkali²katanyaa masukkan nomor telepon yg sah pdhl sdh saya masukan no telp yg sah,1
Sangat membantu updaten bias hehe,5
seru gess,5
PENGEN LOGIN AJA SUSAH BANGET ASUUUUUU,1
Nomor telepon gak bisa digunakan katanya.,1
"Twitte asu, akun dikunci... Masukin nomer hp ga nomor didukung... Bikin baru nomer ga bisa semua....",1
Big nice,4
Selalu ada masalah ketika liat video,1
Cokkk,5
Aplikasi ini sngt bagus buat yg bilang aplikasi ini hp kalian yg harus di perbaiki,5
Mau login akun aja ribet banget udah bener bener nomornya tetep gabisa terus,1
susah anj,1
"Kenapa saya tidak bisa log in ke akun twitter saya? setiap log in selalu muncul tulisan ""gangguan, kami tidak dapat mengirim sms ke nomor ponsel ini karena operatornya tidak didukung"". Mohon bantuannya dari pihak twitter🙏🏻",1
download karena pengen liat tweet nya mas kaesang,5
Baru semalam pakai Twitter gak ada apa2. Hari ini mau buka Twitter masak udah gak bisa dikunci katanya. Apa mungkin akunku di hack orang juga gak tau. Twitter Please balikin Twitter ku lg donk.,1
"Gue enggak bisa login, pas masukkan nomor. Nomor hp nya dibilang tdk sah. Pas masukka gmail, gmail saya tdk ad balasan. Payah ini twitter",3
Dari tadi mau masuk ke twitter disuruh verifikasi no telepon nggak bisa juga. Kek mana ini,1
"kenapa akunku ditangguhkan @otabibar1,mohon penjelasan",1
"Suka sekali. Berguna untuk menambah wawasan, ilmu pengetahuan sekaligus hiburan.",5
Aneh nggak bisa login ada masalah apa sih,1
Menyen agkan,1
Saya suka aplikasinya dan sangat membantu,4
"Ajirrr kenapa ni twiter kaya gini mulu sih, kenapa coba banyak banget bug dalam apk ini sumpah w kesel baget aku kasih btang 3 aja.",3
"udah di updet tpi malah lemot, pdhl sblmnya ga kek gitu:( trs mau bikin akun baru kok ga bisaaa yaaa",3
"Gak bisa masuk. Disuruh verifikasi lewat no ponsel, no benar tapi gak ada SMS yg masuk dr kemaren. Twitter gak bisa dibuka karna masalah verifikasi no ponsel doang.",1
"Ini gw doang apa gimana gk bisa login selalu ada tulisan “Gangguan nomor anda tidak mendukung""",1
Aplikasih ini sangat meribentkan awalan nya nomor saya salah padahal benar itu nomor saya,1
"Aplikasi sangat buruk, gampang ke ban",1
Kenapa malah tidak bisa masuk?,1
Tiba tiba gak bisq buka akun karena di kunci. Gak tau apa salahnya.,1
Elon Musk,1
"Tetiba akun terkunci ntah apa maslahnya, pas mau di Fervikasi malah kslahan sistem!!",1
"Pakai verifikasi 2 faktor, namun pas masuk kode sms kode nya ngak sampe, malah ada notif operator tidak mendukung, terus gimana gue masuk, jamet ?",1
Perbanyak bokep nya,5
Lah kenapa gak bisa daftar nya min anehh banget persis terbaru sekarang kecewa,1
Setelah update malah isi DM hilang semua,1
Cukup baik dan simple sih mengunakan sosmed twitter dan berkembang terus twitter,5
aplikasi makin ancur sistem makin ancur send otp gak bisa . buat twiter gak baru gak bsa di negara laen aman aman aja . tolong perbaiki sitem indonesia,1
Full masuk,5
"habis hapus cache twt, emojiku banyak yg ilang & berubah jd emoji bawaan hp. hisjjjshhh",1
Twitter jadi barbar 🤗🤗,5
Ok dulu lah,1
"Aplikasi ndak jelas!! Mau login aja di persulit,ada notifikasi tidak bisa mendaftarkan ponsel ini!!!,trus ada lagi periksa koneksi padahal koneksi saya lancar jaya tidak ada kendala, jujur mau login aja susah banget, Tolong di perbaiki lagi untuk masalahnya!!!",1
"Gak guna , daftar aja ribet no hp tidak di dukung melulu",1
Kamu nanyeaaa,1
Mau liat video ribet amat,2
knp ga bisa login mulu sih? dari kmrn aku nyoba daftarnya ga bisa,1
Gk jelas nih aplikasi masa masukkan nomor hp axis aja gk bisa. Akun medaos terburuk ini,1
baği bintang 5,5
Kacau !!,1
"Abis diupdate malah makin gila ,dasar",3
Masa nomer masih aktif masih sah gak bisa di pake.,1
Appk buru mau login susah bangett👎,1
SANGAT BURUK!!! Baru bikin malah dinonaktifkan. Masukin nomer telepon juga gak bisa.,1
Ini apk bokp atau sosial media?,3
Verifikasi no hp ga bisa bisa,1
Informatif,3
Aplikasi banyak bug.. gak bisa dapat kode verfikasi,1
MENDING KALO GINI MAH DI APUS AJA,1
Halo saya ga bisa log in sama sekali email sama password bener tapi kok kesalahan teknis terus 😭,1
"Mau buat akun gabisa gabisa muluu, gagal trs.",2
Cara daftar nya lagi gimana soalnya malah ke log out akun ku,1
"Twitter ini setelah diambil alih sama elon malah makin jelek bgst, masa tiba2 akun gw kekunci, terus disuruh berif hp, eh katanya no salah padahal no yg gw masukin udah bner. Buat elon fak u",1
Too much bug. Bye,1
Biar bintang yg bicara..🙏,5
Sehat,1
Aplikasi gajelas login selalu gagal mulu asuuu,1
The bestt,5
Kadang suka ke refres,4
"Bikin akun selalu ada masalah,nomor yg di pakek gx mendukung mulu,login aja gx bisa ,apalagi mau pakek apknya",1
Gak bisa verif nomer asu,1
"ribet, mau mulihin akun yg lupa nama aja ga bisa mau login juga ga bisa ribet kek sampah",1
Tololl,1
gk bisa mensmbahkn nomer hp,1
Twitter jelek sekali Masa daftar aja kagak bisa..padahal nomor ponsel di buat apa aja bisa..emang twitternya aja yang sangat jelek,1
Omaigat,5
Iriaan papua barat,1
kenapa selalu ada tulisan masukan nomor yang sahh muluuu pdhal udah benerr nomornyaaaa,1
yg nonton pasti rata rata nonton BKP ngakulu,4
"Dari subuh gak bisa dibuka Twitter kenapa nih, lagi down kah ketika buka aplikasi Twitter langsung nutup sendiri..mohon diperbaiki secepatnya",1
Nomor HP gk mendukung brader,1
Eror mulu nih Elon musk gimana dah,3
Ya masih banyak improvement,4
Platform sosial media apa an ini. Akun kok gampang sekali dikunci atau ditangguhkan. Niat buat aplikasi apa tidak? Di berangus saja kalau ribet pakainya,1
"Mau login gabisa loading Mulu,masukin no hp gbsa mlu loading aj trs",1
Noxxxxx,1
Apk 4no,1
Mau login,1
"Fitur 2FA gua aktifin. Terus dulu gua uninstall. Sekarang install lagi dari 4 hari lalu tiap login ga pernah ada sms kode. Jadi ga bisa login sama sekali, buruk banget nih sekarang",1
udah download buat akun baru ajah udah ga bisa pdhal buat kerja payah auto uninstall dah,1
"Free free n free semuanyaa no sensor bo baned , its good aplikasi..😍😍",5
Ok banget,4
Coba dul,5
"Dear Twitter, what do you want? I want to register using a phone number but I can't even though it's a new number. I've tried two new numbers. Even registering using email is still wrong, asked to enter a telephone number but when I entered it, it continued to be unsupported. Twitter please 😢 Don't make me angry 🙂",1
buat liat Kaesang,4
Manthulllllll,5
Mantep dah bagus,4
"Saya heran sama app twetter ini di update bukan tambah bagus mala tambah jelek, tdk bisa di buka kalau di buka mala kembali ke menu handpone, sebanarnya permasalahannya apa ya..??",5
"Pindah gadget, nunggu sms kode gak masuk2... Tiba2 akun di suspensi tanpa ada alasan yg jelas... Dibeli Elon Musk bukannya tambah bagus malah tambah hancur...",1
Dalam rangka organisasi ini siapa,1
Msuk,5
"Memutar Video muter terus padahal sinyal bagus ,kadang nge refresh sendiri bikin ganggu dan kurang nyaman main twiter",2
Terbaik👍,5
gwa kena virus iklan lu,1
"Mau login balik eh gabisa,ini developer nya ga becus",1
bagus banget apalagi buat lihat update an idol idol ku wkwk,5
"Gagal masuk mulu,padahal udah bener semua",1
Kabul budiyono,5
Suka mencoba dan mencoba lagi,3
"Selama ini aplikasi blm bermasalah, 👍",5
Ada yang tau nomor call center Twitter? Saya mau protes akun saya ga bisa login kayak diretas orang akunnya. Kerjaan sampingan saya dapetnya dari situ. Balikin akun saya,1
ga bisa daftar dong hadehhhhhhhhhhhh,1
"Sudah berkali-kali instal ini aplikasi tidak pernah bisa log in, dimana-mana aplikasi itu makin mudah bukan makin susah,,bangke bener✓",1
Twitter memang asik,5
"verifikasi nomor tidak bisa, banyak bug setelah dibeli elon",1
Sering menangguhkan,5
nyesel update malah dmnya gabisa dibuka ngeload trus hahhh hayati kecewa dengan semua ini,1
Endasayuptr123 Ponsel +62 1000000,5
"Tolong agar memberantas akun-akun yang melakukan penipuan di Twitter, karena sudah merugikan banyak orang. Terima kasih.",5
Sedr hana,5
Wow bagus,5
"Ini maksudnya gimana , saya mau login ,pas saya login cuman kurang daftar no tlpon tp ga bisa pdhal nomer masih aktif dn blm prnah di kaitkan di twitter",2
Agak lalot😔tapi GK papa😊,5
Tdk bisa login dn tdk menerima Kode OTP,1
Pas mau verifikasi nomer telpon gabisa,1
sangat bermanfsat untuk mempererat silaturahmi,5
Aplikasinya bagus tapi suka lemot tapi tetap bagus ko🙃😊,3
ono opo iki....dibuka ra iso blas....malah ada info kesalahan teknis,1
Selalu gagal masuk di kata sandi dan email,1
"Nice, i like it",5
G ada,1
"The application is very good, but for translators please improve it because it is still too difficult to understand other countries' languages. So I hope that the application must have translation in the text as well as in a video. Thank you",4
"Sebenarnya enak sih.. lihat di Twitter, cuman waktu aja yg harus disempatkan",5
Aku baru download kok pas masuk ga bisanya pake email masuk ya pake nomor wa ga bisa gimana ya tolong di bantu/di perbaiki bugnya jangan sampai aku laporkan apk ini,1
This is ok,5
Ya bguss sih,5
Bagus bang banyak bokep nya,5
"Kenapa memasukkan OTP tidak dapat verifikasinya nomer ""tidak mendukung"" keterangannya",1
Untuk postingan dewasa tolong dibatasi..,3
sebenarnya saya donwlod untuk menambah apk saja jadi tidak berguna maff y twit,1
Bagus sih aplikasinya membantu juga cuman sekarang jadi aga lemot,5
Applikasi Sampah!!!,1
bagus anjai,5
Kenapa ya kok aku gak bisa login sama download padahal aku udah masukin semua nya dan bener tapi kok masih aja gak bisa,1
Apk ampas ngk bisa login nomor hape salah terus udh ganti ganti nomor ttp gak bisa taik lahhhh!!!!!,1
Masih yg terbaik,5
Tapi sering laoding,5
"Udh brp kali akun saya di tangguhkan sama twitter, di kirim pesan lewat email ga di bales² gimana sih, ga puas bgt.",1
Banyak banget akun spam dan saya tidak suka,1
"banyak bgt skrg masalahnya!! tiba tiba keluar sendiri, katanya disuruh ganti sandi. 2x kayak seperti ini. mana kode ga masuk"" ke nomernya. sejak pindah ke elon, ada aja masalah nya. jelek bgt sekarang sistemnya. 👎👎👎👎",1
The best saran tolong perbaiki lagi biar gak enak gak ada masalah biar makin betah gk bosen gimna sih payah.. pokonya sih yang masih kurang aja di perbaiki biar gak bosen Jangan buat rakyat NKRI kecewa itu aja sih thanks,5
"Sekarang jadi ribet bgt, akun gua udah kekunci 3kali ini yg terakhir disuruh masukin nomer ponsel tapi malah gabisa padahal nomernya belom pernah dipake buat Twitter, payah Twitter sekarang 👎👎",1
Trimakasih sudah banyak informasi penting yang saya dapatkan,5
Informasi semakin luas gelap terang redup,5
Ga bisa login perasaan dulu Tweet g ke gini,1
Sering buffering pas liat video. Padalah Buat buka semua sosial media lancar. Sinyal juga oke..,1
Mau daftar ulang masa akun nya tidak terdeteksi,1
Sering eror ketika verifikasi nomor telepon,3
ytta,5
"apa yang salah dengan no.telp ku,,mau verifikasi malah nomor ponsel tidak di dukung",3
"Untuk ulasan ini sih lebih ke saran aja terutama untuk mendownload aplikasi Twitter ini harus dibatasi terutama harus ada rating umur yang disarankan, aplikasi sudah bagus beda dari lainnya.",5
Tidak bisa masuk padahal pasword sudah benar.selalu diberikan notif terjadi kesalan teknis.,1
Saya suka orang yg sabar,1
"makin kesini makin jelek, nonton vidio buffering padahal sinyal lancar, habis close vidio tau2 ke refresh dr atas",1
"Gak bisa log in sama sekali, gjls",1
konten pornografi kok ga diblokir..msih mudah aksesnya,4
gudd,5
MANTAP NGAB BOKP NYA MANTAP2 UDAH SERING CLI PAKE APK INI MAKASIH BNYK,5
"Verifikasi kode tidak terkirim masuk lewat sms,gimana cara saya mau buka twitter?",1
bagus kalau kata saya mah,5
Sangat membantu ekonomi keluarga aku,5
Apk udah gk guna Gk bisa daptar pake nomor telepon Tolong dong di perbaiki bug nya🙏🙏,1
Jadi leled gini Twitter ni?,1
Bagus lumayan,5
"Bagus,, tapi sering nggak singkron dengan ubdate post terbaru",4
Suwi,4
"Bgus,mntap",5
"decline, bcs apk ny ska eror",1
Maaf ya sebelumnya. Tapi Entah kenapa makin kesini makin banyak kendala. Makin ribet dan menyusahkan. Akun saya 2 ketelen gegara gabisa nerima kode verivikasi. Pusat bantuanya sangat tidak berguna. Awalnya suka banget. Tapi makin kesini makin kesel,1
Saya mengunakan nya untuk melihat teman 2,5
Aplikasi bentar2 minta ferivikakasi kode..habis itu kode tidak di kirim..app taikkkk,1
"Pas scroll tweet yg di-like udah mentok sebelum sampai ke tweet yg pertama kali di-like, pas scroll daftar following jg selalu kembali ke bagian teratas klo liat salah satu profil.",1
Download ini cuma Liat tweet BTS aja :v,5
Sekarang lelettt,1
Mau registrasi aja ribet susah verifikasi auto uninstall,1
Cannot open video,1
Aplikasi paling ribet buat daftar👎,5
Muklisin,2
utk lancarnya komunikasi dg teman,5
apaan anjeng akun g kenapa² kesuspend,1
Aku suka ini,5
Ka saya mau bertannya kenapa tuwitter saya tidak bisa di daftar . Setiap memasukan no hp selalu ada masalah. tulisanya ketik no hp yg sah . Tolong dong ka bantu jawab pelis,1
"Ini kenapa nomer telp saya nggak bisa buat login? Mohon diperbaiki, kalok tidak saya *TIDAK AKAN PERNAH MENDOWNLOAD LAGI!!!*",1
Good Elon Musk👍👌,4
"Saya sangat kecewa kali ini,sejak tanggal 11 Desember sampai sekarang kenapa ketika saya mendaftar akun baru mengunakan nomer telepon selalu tidak bisa ? Selalu ada keterangan ""mohon masukan nomer yang valid""sedangkan nomer yang saya gunakan sudah benar ,saya harap pihak Twitter bisa memperbaiki kesalahan ini secepatnya, untuk mendapatkan reting yang lebih baik",1
Oke lanjutkan,5
mantap bisa meningkatkan wawsan yg baik,5
Makin menurun KIRIM VERIFIKASI VIA SMS SULIT. FU*K,1
Thks! Hope good help ok,5
Buat akun aja susah payah,1
"Sinyalnya lelet banget waktu masukny,, ap lgi klo baru daftar",3
sulit sekali untuk daftar semua nomer ga bisa ada yang cocok,1
Twitter jelek bangat mau verifikasi nomer telepon ga bisa-bisa. Langsung Uninstall,1
"Semenjak saya akai kartu telkomsel ,Kenapa Twitter dapat di Apk Market ya.apalagi g baca perincian n kerja nya berbede kok bisa ad pengandaaan 2 aplikasi ya",1
Login nya yg ribet,1
Apk tai gaguna,1
Susah di perbaharuinya jadi males sama lemot Makin jelek saja apalagi dengan saran topik makin ga jelas,1
Jgn download aplikasi lol ribet,1
masa aku enggak bisa post foto di Twitter,4
Aplikasi bego masa gua mau daftar di tolak mulu sih gajelas gblk,2
aneh akun saya sering ke banned,1
gk bisa login.,1
"Banyak loading, suka lamaaa bgt. Boros juga tiba-tiba : (",1
Mantap aja dah,5
"Baru mau daftar aja dipersulit, katanya nomor ponsel tidak didukung. Pdhl nomor ponselku aktif buat WA juga kok tidak didukung. Langsung uninstall dehh",1
knp g bisa login,1
Nomor tidak di dukung,1
Ini Twitter knpa deh gw mau login Napa gk bisa²?,1
Apa yg terjadi dg twitter sekarang ...verifikasi ulang log in susah cui,5
Bagus banget sumpah,5
Apk buruk bgt masa mau buka apk nya aja lama nya,1
akun yg saya hubungkan dengan google tidak dapat masuk dan sudah berganti 2 kali tetapi gagal dan saya harap google menanggapinya,3
"Jelek verivikasi no telpon ganggu, tolong diperbaiki",1
aplikasi g jelas hps aja dari play store,1
Aplikasi yg baguuss sekali.,5
Ngirim Kodenya Lama Banget Padahal Kemarin Kemarin Cepat Bikin Emosi Aja,4
Nomor telepon ngga ada yang bisa dimasukan udah lebih dari 4 nomor yang berbeda padahal 🥲,2
kasih 3 dulu.,3
mau login balik tapi kode verifikasi nya gak muncul²? udh berkali kali dicoba tetep aja gak bisa,2
Ga bisa log in nmer hp bnr pdahal,1
Masih yang terbaik,5
Tempat berkeluh kesah dan berbagi informasi yang sangat menarik. Jangan lupa untuk bisa membatasi dan memfilter bermacam ragam konten yang tersedia,4
Log out terus,5
"Ku coba beri bintang ² kalau bagus aku tamba 2 lagi,",2
Mau daftar sulit bet babyk,1
Makin update makin ribet dan lemot memuat ulang terus di beranda,1
Hayo Lo pada nonton apa wkwkwkw,1
Masa sekarang ga bisa buat Momen lagi si,1
cara daftarnya gimana?,1
bacod lu pada,5
"Kode otp ga masuk"" pdhl sinyal normah diperbaikin dong hadeh lawak",1
aku instal ini karena pingin liat jokes nya kak kaesang aja.,3
Gk bisa di download anj,1
Aplikasi ini sangat berguna,5
"Lebih baik pake aplikasi Twitter versi yg lama ketimbang versi ini! Nge-tweet baru 300 aja langsung ga bisa buat nge-tweet lagi!!! Jelek banget loading lama, lagi2 gagal. Padahal sinyal bagus buat YouTube lancar2 aja",1
Ko masukin no HP ribet tidak belum si,1
oke👍,5
Login aj ribet asuuuu,1
Sngt tdk bgus,5
Saya suka dgn aplikasi ini,5
Dicoba dulu,3
"aplikasi apaan nih kocak, masukin no telpon aja ga bisa!!",1
sy pnggna baru..,5
Gw download cuma pengin liat tweet kaesang penasaran😭🤣🤣,2
"always lock human account, not lock bot. STUPID, IM HUMAN, WHY U ALWAYS LOCK MY ACCOUNT. STUPID.",1
Keren apk nya,5
Oh mang Elon musk kau membeli Twitter bisa kok ngasih duit ke saya gak bisa,5
Tolong ya pihat twitter.jangan kebanyakan yg jual diri uah hampir sama dengan michat ni aplikasi. Meresahkan,2
Sangat suka sekali,5
Kode verifikasi nya kok muncul muncul sih?,1
Saya memperbarui tanggal lahir malah error,3
"Hay,aku kasih bintang 5",5
"ga bs log in,mau masuk verikasi gangguan terus",1
JS Kahar Muzakkar,5
"Enak bet afk nya,bisa tau informasi",5
Blm nyoba,1
Where's my 2FA elon musk?,1
"Saya tidak bisa menerima kode sms, sehingga tidak bisa masuk ke akun.",1
slalu memberi info update,4
Sip dan OK,5
Tidak sesuai iklannya 😠😡,3
Sangat cocok digunakan bagi yang berminat dengan grup kripto,5
"makin kesini makin ga jelas nih Twitter, sering ke refresh mlu dari awal yakali harus scroll ulang",1
Dikit²tangguhkan apaan banget dah mana ini gabisa di balikin lagi gegara verifikasi ga muncul². Udah login pake akun lain tetep ga bisa eror terus. Hadeh kesel bat gue,1
Good apk,4
Alhamdulillah Twitter membaik,5
Sd sangat bagus ...,5
"Banyak kerusakan, tidak dapat menerima verifikasi code",1
